39.9042,116.4074
31.2304,121.4737
34.3416,108.9402
26.0745,119.2965
26.08,103.84
48.81,126.54
43.83,87.62
39.47,76
29.66,91.18
24.8801,102.8329
22.8246,108.32
20.05,110.21
49.22,119.74
59.9343,30.3351
55.7558,37.6176
52.2813,104.3381
52.2297,21.0122
52.0976,23.7017
47.9185,106.8832
49.6116,6.1296
43.222,76.928
43.1155,131.8924
41.2995,69.2676
41.0082,28.9784
40.5621,72.7988
39.9334,32.8597
38.7223,-9.1393
38.5801,68.7738
38.03,23.73
37.8715,40.2129
35.6895,51.389
35.2002,129.0797
35.1796,129.0756
32.158,129.985
31.2156,29.9221
28.968,50.8376
28.6139,77.209
25.276987,51.531
25.276987,55.296249
25.276987,50.2296
24.7136,46.6753
23.8103,90.4125
22.5726,88.3639
22.5208,88.1648
21.3891,39.2192
21.176,95.9799
21.0285,105.8286
20.682,95.9625
19.076,72.8777
17.9757,102.4955
15.5007,32.5383
13.7367,100.5232
12.9716,77.5946
11.6084,43.1411
6.9271,79.9612
3.7735,103.3834
3.139,101.6932
1.3521,103.8532
-1.2921,36.8219
-6.1745,106.8227
